content,sentimen,aspek
"Klo soal tampilan Wondr by BNI lbih fullcolour... tapi klo soal fitur lengkap & Detail lbih bagus Apk lama BNI Mobile Banking, Intinya sesuai kebutuhan sajaðŸ˜ðŸ¤‘",Positive,Tampilan
"Aplikasi nya keren si, fitur simple mudah dipahami dan yang pasti mempermudah transaksi. Buat gw yang suka top up E-wallet ini rekomen banget si.",Positive,Tampilan
"aplikasi ini memang bener memudahkan saya dalam bertransaksi, tampilannya cukup jelas dan gampang untuk dijalankan, fresh and new, sukak!!",Positive,Tampilan
apakah belum bisa untuk menarik uang tanpa kartu?soalnya tidak ada tempat bni mobile nya,Negative,Tampilan
Aplikasi bagus dan lengkap. Tampilan nya juga mudah di pahami,Positive,Tampilan
"Kaget banget baru instal, langsung aktivasi ternyata sat set gak ribet sama sekali. Bisa langsung dipakai transaksi dengan mudah dan lancar jaya. Kereeen",Positive,Tampilan
"Aplikasi WONDR BY BNI sangat bagus, fitur-fiturnya yang sangat berfungsi, aplikasi finansial yang sangat membantu, tampilan aplikasi mudah dipahami, sangat efisien..",Positive,Tampilan
"Kebantu banget sama aplikasi ini, buat transfer jd lebih mudah pokoknya kerenn deh",Positive,Tampilan
Aplikasi ini sangat membantu aku dalam melakukan transaksi dengan fitu yang sudah lengkap terus aman juga untuk nabung banyak cashback2 menarik bisa deposit lagi keren bgt kan. ðŸ’—,Positive,Tampilan
"Aplikasinya keren banget, gampang banget buat dipakai, dan fitur-fitur keuangannya lengkap! Transfer, bayar-bayar, sampai cek saldo semuanya bisa dilakukan dengan cepat tanpa ribet. Desainnya juga clean, bikin nyaman pas dipakai lama. Cocok banget buat kebutuhan finansial sehari-hari!",Positive,Tampilan
"Baru mencoba Wondr By BNI,dan ternyata sangat memudahkan untuk transaksi saya,dari transfer ataupun top up,semua semakin mudah dan cepat,hanya dalam satu Aplikasi. semoga kedepannya akan banyak promo yg menarik,agar nasabah semakin banyak yg menggunakan Wondr.",Positive,Tampilan
Transaksi bisa lebih mudah dan cepat. Prosesnya simple dan l tidak ribet ðŸ˜Š i love it ðŸ˜ðŸ˜Š,Positive,Tampilan
"Sebagai Gen Z, aplikasi ini menarik banget buat aku dari nama sampe UI/UX-nyaa suka banget sama warnanya juga fresh jadi tertarik buat installðŸ¤© semoga lancar terus kalau pakai aplikasi ini.",Positive,Tampilan
"Aplikasi Wondr by BNI memberikan pengalaman baru dalam mengatur keuangan, seperti mengelola anggaran dengan lebih visual. Ditambah lagi, saya bisa menikmati berbagai promo menarik langsung dari aplikasi",Positive,Tampilan
"keren, selama menggunakan aplikasi wondr by bni belum pernah bug, fitur nya bagus simple, memudahkan saya saat bertransaksi",Positive,Tampilan
"Aplikasi Wondr by BNI ini benar-benar membantu saya mengatur keuangan sehari-hari. Fitur-fiturnya mudah dipahami, dan desainnya sangat user-friendly, jadi semuanya terasa lebih praktis dan efisien banget jadinya",Positive,Tampilan
"so far enak sih dipakenya, bisa transaksi dimana aja + kapan aja. Fiturnya juga berfungsi sebagaimana mestinya. Tampilan juga oke banget, baik dari segi warna, font, gambar semuanya pas + enak dipandang",Positive,Tampilan
"Wondr by BNI tuh keren banget, Gampang banget dipakai, bener-bener bikin urusan perbankan jadi simpel. Misalnya, kita bisa transfer uang ke teman cuma beberapa klik aja, nggak ribet. Tampilan aplikasinya juga asyik, nggak bikin pusing. Bisa cek saldo, bayar tagihan, atau beli pulsa langsung dari HP, semua serba cepat. Plus, transaksi aman juga, jadi kita bisa tenang.",Positive,Tampilan
Kerenn mempermudah untuk tf dan banyak fitur yg digunakan dengan sekali klik pokoknya terbaik,Positive,Tampilan
Bagus banget aplikasinya simple tp fitur nya lengkapðŸ’—ðŸ˜ðŸ˜,Positive,Tampilan
"Wondr by bni se simple dan selengkap itu, semua yang kita butuhkan ada terutama qris yaa buat orang orang cashless seperti aku sangat berguna",Positive,Tampilan
"Aplikasi ini sangat mempermudah mau transaksi dimanapun. Token listrik abis juga bisa transaksi di sini sambil rebahan di rumah. UI nya juga enakeun weh, kalau kata orang sunda mah ga bikin kagok orang yg pertama kali pakeðŸ˜",Positive,Tampilan
"Aplikasi yg simpel dan praktis, selain itu wondr BNI memudahkan saya dalam bertransaksi dan juga banyak fitur fitur yg menarik di dalamnya.",Positive,Tampilan
"Aplikasi wondr by BNI ini keren , warna aplikasinya kekinian, fiturnya lengkap bgt, mudah di pahami, tentunya dengan keamanan yang extra,ðŸ˜",Positive,Tampilan
aplikasi ini cukup simpel mudah digunakan dan tentunya membantu sekali. tingkatkan terus.,Positive,Tampilan
"Hai, saya pengguna baru wondr by BNI. Aplikasinya bagus ya, colorfull juga, gampang juga ko dipakainya.",Positive,Tampilan
aplikasi wonder by bni keren sekali.aplikasi ini memudahkan kita melakukan aktifitas transfer mentransfer,Positive,Tampilan
"Wondr by BNI ini beneran bikin transaksi jadi gampang banget. Fiturnya lengkap dan tampilannya simpel, jadi nggak ribet buat belajar pake pertama kali. Saya juga suka banget sama kecepatan prosesnya, nggak perlu nunggu lama buat semua transaksi selesai. Cocok banget buat yang mau kemudahan dalam urusan keuangan sehari-hari.",Positive,Tampilan
"Desain aplikasinya user-friendly, dan semua fitur mudah digunakan. Benar-benar financial partner yang saya cari",Positive,Tampilan
"Di app yg baru ini wort it, dengan segala update dan kemudahan nya dengan tampilan yang modern membuat fitur - fitur yang sebelumnya tidak ada menjadi ada dan gampang banget buat di access. All in OK",Positive,Tampilan
"Simple, gampang diakses dan banyak promo pake ini ðŸ’šðŸ’š",Positive,Tampilan
"easy, simple and trusted pastinya, fiturnya ga bikin pusing mata",Positive,Tampilan
"aplikasinya keren, simple dan mudah digunakan. jadi ga ribet mau transaksi apapun bisa ðŸ˜",Positive,Tampilan
"wondr by BNI sangat memudahkan ku dalam bertransaksi dimanapun dan kapanpun. tampilannya menarik ,lengkap, aman dan banyak fitur - fiturnya seperti bayar QRIS, top-up e-wallet, virtual account, transfer ke dalam dan luar negeri, manajemen kartu, dan masih banyak lagi . selain itu banyak juga promo promo yang ditawarkan di aplikasi ini..terima kasih wondr by BNI âœ¨",Positive,Tampilan
"Mudah banget digunakan, daftarnya juga gampang, aplikasinya juga ga bikin ribet, tinggal mencet mencet aja langsung jadi. keren sih ini",Positive,Tampilan
Aplikasi nya keren semakin modern mengikuti perkembangan teknologi terkini,Positive,Tampilan
"Aplikasi ini tampilannya gampang dipahami, fiturnya juga lengkap ada transfer, bayar tagihan sm QRIS, waktu transaksi juga lancar ga lemot, semoga makin ditingkatkan lagi sistemnya",Positive,Tampilan
"aplikasi wondr ini simpel banget apalagi buat newbie yg baru mau migrasi ke cashless cocok bgt pake aplikasi ini, buat bayar sat set, investasi jg bisa. mantap pokoknya",Positive,Tampilan
"Wondr terbaik sih,gw udah cba yg lain lain tapi wondr nya BNI ini paling enak UI UX nya",Positive,Tampilan
Sudah daftar untuk buat rekening di sini info nya bisa langsung cetak kartu ATM via mesin DIGI CS nyata nya untuk cetak kartu ATM di arahkan lagi ke CS harus ikut antri lagi seperti biasa buat rekening baru di bank bukan nya simple dan episien waktu malah buang waktu... Ga tau bank nya apa dari apk wonder nya yang kurang bagus lokasinya (BANK BNI CIKARANG jln. Yos sudarso),Positive,Tampilan
"upgrade bni keren nih ke satu apl ini, bnran ngebantu apalagi sering bayar pake qris (ga pengen banyak rekening juga) jadi lebih mempermudah bgt deh ke semua-muanya",Positive,Tampilan
Tampilan UI dari aplikasinya bagus dan sangat berguna untuk penggunaan keseharian,Positive,Tampilan
"Udah bagus banget sih aplikasinya gausah repot repot lagi ke bank buat transfer, belanja jd lebih murah. Tampilan aplikasinya mudah dipahami buat ibu ibu seperti saya. mantap bni good job.",Positive,Tampilan
"aplikasi yg sangat bermanfaat dgn penampilan yg simple dan modern.fitur2 yg ditawarkan sangat relevan untuk kebutuhan sehari-hari,proses transaksi cepat dan lancar.untuk kalian yg ingin mempergunakan perbankan digital yang praktis jgn lupa download wonder by BNI ini.",Positive,Tampilan
"mbanking yg menurut saya eye catching bgt sih, suka sama tampilannya dari yg sebelumnya pake mbanking bni yg biasa, skrg pindah ke wondr lebih suka",Positive,Tampilan
"Suka banget sama keamanan login yang lebih extra, Fitur sangat simple untuk transaksi pembayaran dan transfer dan Banyak promo menggunakan aplikasi Wondr by BNI untuk segala tranksaksi",Positive,Tampilan
"Aplikasi wonder by BNI ini keren banget ga nyesel pake aplikasinya, mempermudah banget buat segala transaksi, siapa aja bisa pake sihhh mau remaja, orang tua jg ,, â¤ï¸â¤ï¸",Positive,Tampilan
"Aplikasi yang bagus buat investasi dan buka deposito di apk ini jadi lebih mudah dengan fiturnya yang praktis. Tampilannya simpel, apk ini juga mudah untuk bertransaksi.",Positive,Tampilan
"Saya sangat puas dengan pengalaman menggunakan aplikasi Wondr by BNI! banyak fitur2 yang membantu, terutama dalam mengelola keuangan pribadi. Selain itu, desain aplikasi yang modern dan menarik membuat pengalaman menggunakan aplikasi ini terasa lebih menyenangkan.",Positive,Tampilan
"menurutku aplikasinya simple yaa dan gampang di pake, cepat dan mudah untuk bertransaksi, sukaa deh pake wondr by BNIðŸ’—",Positive,Tampilan
"Fitur-fitur nya keren dan gampang buat pakenya, transaksi apapun jadi cepet sat set beres",Positive,Tampilan
"Wondr BNI adalah aplikasi mobile banking yang praktis dan fungsional. Fitur-fitur seperti transfer antar bank, cek saldo, dan pembayaran tagihan dapat diakses dengan mudah kapan saja. Desain antarmuka yang sederhana membuat pengalaman pengguna lebih nyaman. Proses transaksi cepat, dan notifikasi langsung memberikan rasa aman. Secara keseluruhan, aplikasi Wondr BNI adalah solusi praktis untuk kebutuhan perbankan digital sehari-hari",Positive,Tampilan
Top banget aplikasinya . Simple banget di gunakannya . Cocok buat kita yang pengen sat set . Daftar nya juga mudah pula . Tampilan aplikasinya juga keren .. Recomended banget pokonya .,Positive,Tampilan
"Sumpah pakek Wonder by BNI mau TF, bayar, mana ngga lemot pula. UI/UX nya juga enak banget dipandang. Tetap pertahankan kualitas yang keren ini ya!âœ¨",Positive,Tampilan
"Makin nyaman bertransaksi di BNI sejak ada wonder, aplikasi yg lama sudah nyaman, tapi wonder seperti menyempurnakan fitur"" dari aplikasi sebelumnya. Tampilan menu dan warnanya lebih menarik, terilihat ceria dan tidak monoton, melakukan transaksi online juga lebih cepat. Pokoknya wonder top banget deh ðŸ¥°ðŸ‘ðŸ».",Positive,Tampilan
Aplikasi wondr sangat memudahkan untuk bertansaksi. Jadi simple dan praktis. Proses transfer dan pembayaran jadi lebih mudah dan aman,Positive,Tampilan
"Apk nya menarik, fiturnya juga lengkap banget. Sangat membantu",Positive,Tampilan
"Praktis dan simpel! WONDR benar-benar bikin semua transaksi jadi lebih cepat dan aman. Saya suka ada opsi pembayaran QRIS hanya dengan beberapa langkah. Keep up the good work, BNI!",Positive,Tampilan
"apk yang simpel, tampilan fresh dan mudah digunakan jadi memudahkan dalam bertransaksi",Positive,Tampilan
"Mantap banget WONDR by BNI, semuanya jadi lebih mudah. Mau transfer, bayar QRIS, atau cek pengeluaran, semua lancar tanpa ribet. Ditambah tampilannya modern dan fresh! Terima kasih BNI, aplikasi ini top banget.",Positive,Tampilan
Aplikasi sangat membantu. Tidak perlu repot ke kantor cabang. Kualitas UI enak dan cepat.,Positive,Tampilan
"Aku baru pakai dan menurut aku aplikasi ini pas banget buat anak muda karna bikin hidup lebih praktis. Semua transaksi jadi simpel, trus kita bisa lihat laporan pengeluaran bulanan. Wondr by BNI juga kasi insight tentang pengeluaran kita, jadi kita lebih sadar mana yang penting dan nggak.",Positive,Tampilan
"Aplikasi ini mudah digunakan, akses cepat dan ui nya oke. Tidak ada kendala saat membayar tagihan dan belanja apapun.",Positive,Tampilan
"Aplikasinya mudah digunakan, lancar, tampilannya menarik, bisa digunakan dimanapun, kapanpun dan transaksi apa pun jadi lebih simple",Positive,Tampilan
Tampilannya simple dan bagus. Fitur fiturnya juga sangat relevan dan sesuai dengan kebutuhan sehari hari. Wondr ini lebih mudah untuk digunakan dan banyak diskonnya juga pake apk ini,Positive,Tampilan
"Aplikasi mudah digunakan, desain menarik. Membantu transaksi jadi mudah.",Positive,Tampilan
wah daftarnya gampang ga repot.. menabung juga aman.. satset udh jadi.. keren,Positive,Tampilan
Tampilannya segar dan lebih menarik. Transaksi apapun jadi lebih mudah dan praktis. Memudahkan sekali,Positive,Tampilan
"Aplikasi wondr by BNI sangat mudah digunakan,simple dan sangat membantu untuk melakukan pembayaran apapun bahkan sampai keluar negeri.",Positive,Tampilan
"Praktis banget pakenya, Simple ga pake ribet juga registrasinya,, Suka deh...",Positive,Tampilan
"Aplikasi keren si,udah fitur nya bagus,mudah dan cepat banget top up nya,,,jadi praktis di bawa kemana aja pakai aplikasi ini Thank you yaaa",Positive,Tampilan
"Aplikasi nya cukup mudah di gunakan, fitur-fitur nya juga menarik dan bagus untuk merencanakan keuangan, semua jadi serba cepat dan mudah..",Positive,Tampilan
"Sangat membantu, aplikasinya simpel dan mudah tidak ribet",Positive,Tampilan
"Aplikasi wodr sangat simpel, mudah digunakan untuk bertransaksi, lebih mudah memonitor pengeluaran dan pemasukan keuangan",Positive,Tampilan
"Aplikasi simpel, dan memudah kan dan membatu dalam bertaransaksi",Positive,Tampilan
Aplikasi nya bagus mudah dimengerti dan gak bikin ribet kereennn pokoknya,Positive,Tampilan
"Fitur-fitur nya lengkap dan sangat mudah di gunakan.. Jadi klo mau bertransaksi pun enak jadi lebih simple deh. Pokoknya Bagus banget, recommended..",Positive,Tampilan
Aplikasi wondr by BNI ini simple mudah di gunakan. Transaksi beli token pulsa dlln jadi gampang dan gak ribet.,Positive,Tampilan
aplikasi ini simple semoga lebih berembang lg,Positive,Tampilan
"Aplikasi ini lebih baik dari mobile banking, wondr lebih simpel dan lebih bagus. Aktivasi juga sangat mudah, buat pembayaran qris cepat dan mudah.",Positive,Tampilan
"Seblmnya pake mbanking bni yg lama..setelah pindah ke wondr sukak samaa tampilannya fresh dan user-friendly, banyak fitur yg lebih lengkap dan makin mudah..pertahankan ðŸ‘",Positive,Tampilan
"Baru pakai Wonder, dan langsung suka! Transaksi mudah, tampilan kece, simple friendly bgt untuk penggunaannya. Thumbs up Wondr By BNI yg baru. Kembangin trus fitur lainnya",Positive,Tampilan
"Saya pengguna baru wondr by BNI ternyata segampang itu daftar dan gunainnya , banyak fitur- fiturnya yang sesuai kebutuhan sehari hari , memudahkan segala bentuk transaksi , keren ðŸ‘",Positive,Tampilan
"Aplikasinya bagus banget transisi bni mobile ke wonder bni ðŸ¥°, tahun depan harus udah oke lagi yah biar tambah membantu transaksi secara satset tanpa lama. Desainnya juga cakep banget semoga bisa lebih baik kedepannya.",Positive,Tampilan
"Aplikasinya keren, fitur fiturnya lengkap sama seperti aplikasi bni yg lama. Dan lebih banyak promo wondr jadi sering pake, banyakin promo lagi ya minðŸ˜ðŸ™ðŸ»",Positive,Tampilan
"aplikasinya bagus bgt deh, suka sama user imterfacenya, sangat nyaman di pandang, keren si BNI",Positive,Tampilan
"Wonder by BNI nih emang keren banget si, semua urusan keuangan bisa jadi gampang. Fitur-fiturnya jg lengkap, mulai dari transfer, bayar tagihan, sampai cek saldo, semuanya tinggal klik-klik doang. Desainnya juga kekinian dan enak dipakai, jadi pengalaman transaksinya berasa lebih santai tapi tetap aman. Pokoknya worth it banget buat dipakai sehari-hari aseli",Positive,Tampilan
Aplikasi nya oke keren untuk semua transaksi fast banget dan juga bisa lihat riwayat transaksi sebelumnya. cuman satu saran saya tolong min adakan tarik tunai tanpa kartu ke semua ATM bank bersama pasti keren. Jadi gaperlu lagi pake kartu.,Positive,Tampilan
"tampilan aplikasi bagus,gampang dipahami dan fitur komplit,bisa kapan aja transaksi,dan dimana aja,sip deh aplikasinya,membantu sekali",Positive,Tampilan
"Fitur fiturnya bikin transaksi jadi cepat dan gampang. Desainnya juga fresh, nggak ngebosenin. Semoga terus tambah fitur keren lainnya",Positive,Tampilan
"aplikasi ribet, rumit, sudah jauh lebih bagus dn simpel bni mobile bangking",Negative,Tampilan
"Aplikasinya keren, menarik dan sangat mudah digunakan. Terima kasih Wondr by BNI",Positive,Tampilan
"Pake wondr by BNI ini beneran ngebantu banget buat ngatur keuangan sehari-hari. Semua fitur yang aku butuhin ada, mulai dari catatan pengeluaran sampai promo-promo menarik. Jadi lebih gampang ngontrol uang tanpa ribetðŸ˜",Positive,Tampilan
